,base,acuracia-teste,precision-covid-teste,recall-covid-teste,f1-covid-teste,precision-non-covid-teste,recall-non-covid-teste,f1-non-covid-teste,conf-matrix-teste,acuracia-val,precision-covid-val,recall-covid-val,f1-covid-val,precision-non-covid-val,recall-non-covid-val,f1-non-covid-val,conf-matrix-val
10,densenet,0.9156010230179028,0.9708029197080292,0.9140893470790378,0.9415929203539823,0.7863247863247863,0.92,0.847926267281106,"[[ 92   8]
 [ 25 266]]",0.9833333333333333,1.0,0.9583333333333334,0.9787234042553191,0.972972972972973,1.0,0.9863013698630138,"[[108   0]
 [  3  69]]"
11,densenet,0.8797953964194374,0.9765625,0.8591065292096219,0.9140767824497257,0.6962962962962963,0.94,0.8,"[[ 94   6]
 [ 41 250]]",0.9888888888888889,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9907407407407407,0.9907407407407407,0.9907407407407407,"[[107   1]
 [  1  71]]"
12,densenet,0.907928388746803,0.9739776951672863,0.9003436426116839,0.9357142857142857,0.7622950819672131,0.93,0.8378378378378378,"[[ 93   7]
 [ 29 262]]",0.9555555555555556,0.9705882352941176,0.9166666666666666,0.9428571428571428,0.9464285714285714,0.9814814814814815,0.9636363636363636,"[[106   2]
 [  6  66]]"
13,densenet,0.9181585677749361,0.9575971731448764,0.9312714776632303,0.9442508710801395,0.8148148148148148,0.88,0.8461538461538461,"[[ 88  12]
 [ 20 271]]",0.9777777777777777,0.9594594594594594,0.9861111111111112,0.9726027397260274,0.9905660377358491,0.9722222222222222,0.9813084112149533,"[[105   3]
 [  1  71]]"
14,densenet,0.9130434782608695,0.9638989169675091,0.9175257731958762,0.9401408450704225,0.7894736842105263,0.9,0.8411214953271027,"[[ 90  10]
 [ 24 267]]",0.9666666666666667,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9722222222222222,0.9722222222222222,0.9722222222222222,"[[105   3]
 [  3  69]]"
15,densenet,0.9028132992327366,0.9737827715355806,0.8934707903780069,0.931899641577061,0.75,0.93,0.8303571428571428,"[[ 93   7]
 [ 31 260]]",0.9833333333333333,0.9726027397260274,0.9861111111111112,0.9793103448275863,0.9906542056074766,0.9814814814814815,0.986046511627907,"[[106   2]
 [  1  71]]"
16,densenet,0.9156010230179028,0.9708029197080292,0.9140893470790378,0.9415929203539823,0.7863247863247863,0.92,0.847926267281106,"[[ 92   8]
 [ 25 266]]",0.9666666666666667,0.9714285714285714,0.9444444444444444,0.9577464788732395,0.9636363636363636,0.9814814814814815,0.9724770642201834,"[[106   2]
 [  4  68]]"
17,densenet,0.9156010230179028,0.9708029197080292,0.9140893470790378,0.9415929203539823,0.7863247863247863,0.92,0.847926267281106,"[[ 92   8]
 [ 25 266]]",0.9888888888888889,0.972972972972973,1.0,0.9863013698630138,1.0,0.9814814814814815,0.9906542056074767,"[[106   2]
 [  0  72]]"
18,densenet,0.9181585677749361,0.9709090909090909,0.9175257731958762,0.9434628975265017,0.7931034482758621,0.92,0.851851851851852,"[[ 92   8]
 [ 24 267]]",0.9722222222222222,0.971830985915493,0.9583333333333334,0.965034965034965,0.9724770642201835,0.9814814814814815,0.9769585253456222,"[[106   2]
 [  3  69]]"
19,densenet,0.9130434782608695,0.9572953736654805,0.9243986254295533,0.9405594405594406,0.8,0.88,0.8380952380952381,"[[ 88  12]
 [ 22 269]]",0.9611111111111111,0.9452054794520548,0.9583333333333334,0.9517241379310345,0.9719626168224299,0.9629629629629629,0.9674418604651163,"[[104   4]
 [  3  69]]"
20,densenet,0.9156010230179028,0.9708029197080292,0.9140893470790378,0.9415929203539823,0.7863247863247863,0.92,0.847926267281106,"[[ 92   8]
 [ 25 266]]",0.9888888888888889,1.0,0.9722222222222222,0.9859154929577464,0.9818181818181818,1.0,0.9908256880733944,"[[108   0]
 [  2  70]]"
21,densenet,0.9156010230179028,0.9742647058823529,0.9106529209621993,0.9413854351687388,0.7815126050420168,0.93,0.8493150684931506,"[[ 93   7]
 [ 26 265]]",0.9888888888888889,0.972972972972973,1.0,0.9863013698630138,1.0,0.9814814814814815,0.9906542056074767,"[[106   2]
 [  0  72]]"
22,densenet,0.9130434782608695,0.9706959706959707,0.9106529209621993,0.9397163120567376,0.7796610169491526,0.92,0.8440366972477064,"[[ 92   8]
 [ 26 265]]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[[108   0]
 [  0  72]]"
23,densenet,0.9156010230179028,0.9708029197080292,0.9140893470790378,0.9415929203539823,0.7863247863247863,0.92,0.847926267281106,"[[ 92   8]
 [ 25 266]]",0.9777777777777777,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9814814814814815,0.9814814814814815,0.9814814814814815,"[[106   2]
 [  2  70]]"
24,densenet,0.9181585677749361,0.9709090909090909,0.9175257731958762,0.9434628975265017,0.7931034482758621,0.92,0.851851851851852,"[[ 92   8]
 [ 24 267]]",0.9720670391061452,0.9714285714285714,0.9577464788732394,0.9645390070921985,0.9724770642201835,0.9814814814814815,0.9769585253456222,"[[106   2]
 [  3  68]]"
25,densenet,0.9156010230179028,0.9708029197080292,0.9140893470790378,0.9415929203539823,0.7863247863247863,0.92,0.847926267281106,"[[ 92   8]
 [ 25 266]]",0.9832402234636871,0.9857142857142858,0.971830985915493,0.9787234042553192,0.981651376146789,0.9907407407407407,0.9861751152073732,"[[107   1]
 [  2  69]]"
26,densenet,0.9130434782608695,0.9638989169675091,0.9175257731958762,0.9401408450704225,0.7894736842105263,0.9,0.8411214953271027,"[[ 90  10]
 [ 24 267]]",0.9720670391061452,0.958904109589041,0.9722222222222222,0.9655172413793104,0.9811320754716981,0.9719626168224299,0.9765258215962441,"[[104   3]
 [  2  70]]"
27,densenet,0.9156010230179028,0.9708029197080292,0.9140893470790378,0.9415929203539823,0.7863247863247863,0.92,0.847926267281106,"[[ 92   8]
 [ 25 266]]",0.9888268156424581,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9906542056074766,0.9906542056074766,0.9906542056074766,"[[106   1]
 [  1  71]]"
28,densenet,0.9156010230179028,0.9742647058823529,0.9106529209621993,0.9413854351687388,0.7815126050420168,0.93,0.8493150684931506,"[[ 93   7]
 [ 26 265]]",0.9888268156424581,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9906542056074766,0.9906542056074766,0.9906542056074766,"[[106   1]
 [  1  71]]"
29,densenet,0.9156010230179028,0.9574468085106383,0.9278350515463918,0.9424083769633509,0.8073394495412844,0.88,0.8421052631578948,"[[ 88  12]
 [ 21 270]]",0.9832402234636871,0.9726027397260274,0.9861111111111112,0.9793103448275863,0.9905660377358491,0.9813084112149533,0.9859154929577464,"[[105   2]
 [  1  71]]"
0,densenet_gauss,0.9002557544757033,0.9883720930232558,0.8762886597938144,0.9289617486338797,0.7293233082706767,0.97,0.832618025751073,"[[ 97   3]
 [ 36 255]]",0.9666666666666667,0.9714285714285714,0.9444444444444444,0.9577464788732395,0.9636363636363636,0.9814814814814815,0.9724770642201834,"[[212   4]
 [  8 136]]"
1,densenet_gauss,0.9207161125319693,0.9814814814814815,0.9106529209621993,0.9447415329768272,0.7851239669421488,0.95,0.8597285067873304,"[[ 95   5]
 [ 26 265]]",0.9833333333333333,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9861111111111112,0.9861111111111112,0.9861111111111112,"[[213   3]
 [  3 141]]"
2,densenet_gauss,0.9232736572890026,0.981549815498155,0.9140893470790378,0.9466192170818506,0.7916666666666666,0.95,0.8636363636363635,"[[ 95   5]
 [ 25 266]]",0.9638888888888889,0.9517241379310345,0.9583333333333334,0.9550173010380624,0.9720930232558139,0.9675925925925926,0.9698375870069605,"[[209   7]
 [  6 138]]"
3,densenet_gauss,0.9156010230179028,0.9886363636363636,0.8969072164948454,0.9405405405405405,0.7637795275590551,0.97,0.8546255506607929,"[[ 97   3]
 [ 30 261]]",0.9472222222222222,0.9432624113475178,0.9236111111111112,0.9333333333333333,0.9497716894977168,0.9629629629629629,0.9563218390804599,"[[208   8]
 [ 11 133]]"
4,densenet_gauss,0.9258312020460358,0.9888059701492538,0.9106529209621993,0.9481216457960643,0.7886178861788617,0.97,0.8699551569506726,"[[ 97   3]
 [ 26 265]]",0.9694444444444444,0.9586206896551724,0.9652777777777778,0.9619377162629758,0.9767441860465116,0.9722222222222222,0.9744779582366588,"[[210   6]
 [  5 139]]"
5,densenet_gauss,0.9232736572890026,0.9851301115241635,0.9106529209621993,0.9464285714285714,0.7868852459016393,0.96,0.8648648648648649,"[[ 96   4]
 [ 26 265]]",0.9638888888888889,0.9712230215827338,0.9375,0.9540636042402827,0.9592760180995475,0.9814814814814815,0.9702517162471396,"[[212   4]
 [  9 135]]"
6,densenet_gauss,0.9258312020460358,0.9888059701492538,0.9106529209621993,0.9481216457960643,0.7886178861788617,0.97,0.8699551569506726,"[[ 97   3]
 [ 26 265]]",0.9666666666666667,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9722222222222222,0.9722222222222222,0.9722222222222222,"[[210   6]
 [  6 138]]"
7,densenet_gauss,0.9232736572890026,0.9887640449438202,0.9072164948453608,0.9462365591397849,0.782258064516129,0.97,0.8660714285714286,"[[ 97   3]
 [ 27 264]]",0.975,0.972027972027972,0.9652777777777778,0.9686411149825783,0.9769585253456221,0.9814814814814815,0.9792147806004619,"[[212   4]
 [  5 139]]"
8,densenet_gauss,0.9207161125319693,0.9887218045112782,0.9037800687285223,0.9443447037701974,0.776,0.97,0.8622222222222223,"[[ 97   3]
 [ 28 263]]",0.9805555555555555,0.9790209790209791,0.9722222222222222,0.975609756097561,0.9815668202764977,0.9861111111111112,0.9838337182448037,"[[213   3]
 [  4 140]]"
9,densenet_gauss,0.9053708439897699,0.9884615384615385,0.8831615120274914,0.9328493647912885,0.7404580152671756,0.97,0.8398268398268398,"[[ 97   3]
 [ 34 257]]",0.9666666666666667,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.9722222222222222,0.9722222222222222,0.9722222222222222,"[[210   6]
 [  6 138]]"
10,densenet_gauss,0.9258312020460358,0.9888059701492538,0.9106529209621993,0.9481216457960643,0.7886178861788617,0.97,0.8699551569506726,"[[ 97   3]
 [ 26 265]]",0.9638888888888889,0.9645390070921985,0.9444444444444444,0.9543859649122808,0.9634703196347032,0.9768518518518519,0.9701149425287355,"[[211   5]
 [  8 136]]"
11,densenet_gauss,0.9130434782608695,0.9885931558935361,0.8934707903780069,0.9386281588447654,0.7578125,0.97,0.8508771929824562,"[[ 97   3]
 [ 31 260]]",0.9638888888888889,0.9712230215827338,0.9375,0.9540636042402827,0.9592760180995475,0.9814814814814815,0.9702517162471396,"[[212   4]
 [  9 135]]"
12,densenet_gauss,0.9002557544757033,0.9883720930232558,0.8762886597938144,0.9289617486338797,0.7293233082706767,0.97,0.832618025751073,"[[ 97   3]
 [ 36 255]]",0.9722222222222222,0.9926470588235294,0.9375,0.9642857142857143,0.9598214285714286,0.9953703703703703,0.9772727272727272,"[[215   1]
 [  9 135]]"
13,densenet_gauss,0.9232736572890026,0.9851301115241635,0.9106529209621993,0.9464285714285714,0.7868852459016393,0.96,0.8648648648648649,"[[ 96   4]
 [ 26 265]]",0.9694444444444444,0.9784172661870504,0.9444444444444444,0.96113074204947,0.9638009049773756,0.9861111111111112,0.9748283752860412,"[[213   3]
 [  8 136]]"
14,densenet_gauss,0.9232736572890026,0.9851301115241635,0.9106529209621993,0.9464285714285714,0.7868852459016393,0.96,0.8648648648648649,"[[ 96   4]
 [ 26 265]]",0.9638888888888889,0.9455782312925171,0.9652777777777778,0.9553264604810997,0.9765258215962441,0.9629629629629629,0.9696969696969696,"[[208   8]
 [  5 139]]"
15,densenet_gauss,0.9207161125319693,0.9814814814814815,0.9106529209621993,0.9447415329768272,0.7851239669421488,0.95,0.8597285067873304,"[[ 95   5]
 [ 26 265]]",0.9555555555555556,0.9571428571428572,0.9305555555555556,0.943661971830986,0.9545454545454546,0.9722222222222222,0.963302752293578,"[[210   6]
 [ 10 134]]"
16,densenet_gauss,0.9232736572890026,0.9887640449438202,0.9072164948453608,0.9462365591397849,0.782258064516129,0.97,0.8660714285714286,"[[ 97   3]
 [ 27 264]]",0.9666666666666667,0.9782608695652174,0.9375,0.9574468085106383,0.9594594594594594,0.9861111111111112,0.9726027397260274,"[[213   3]
 [  9 135]]"
17,densenet_gauss,0.9156010230179028,0.9886363636363636,0.8969072164948454,0.9405405405405405,0.7637795275590551,0.97,0.8546255506607929,"[[ 97   3]
 [ 30 261]]",0.9638888888888889,0.958041958041958,0.9513888888888888,0.9547038327526133,0.967741935483871,0.9722222222222222,0.9699769053117783,"[[210   6]
 [  7 137]]"
18,densenet_gauss,0.9104859335038363,0.9885496183206107,0.8900343642611683,0.9367088607594937,0.751937984496124,0.97,0.8471615720524017,"[[ 97   3]
 [ 32 259]]",0.9832869080779945,0.9724137931034482,0.986013986013986,0.9791666666666666,0.9906542056074766,0.9814814814814815,0.986046511627907,"[[212   4]
 [  2 141]]"
19,densenet_gauss,0.9104859335038363,0.9885496183206107,0.8900343642611683,0.9367088607594937,0.751937984496124,0.97,0.8471615720524017,"[[ 97   3]
 [ 32 259]]",0.9721448467966574,0.9716312056737588,0.958041958041958,0.9647887323943661,0.9724770642201835,0.9814814814814815,0.9769585253456222,"[[212   4]
 [  6 137]]"
20,densenet_gauss,0.9258312020460358,0.9888059701492538,0.9106529209621993,0.9481216457960643,0.7886178861788617,0.97,0.8699551569506726,"[[ 97   3]
 [ 26 265]]",0.958217270194986,0.9848484848484849,0.9090909090909091,0.9454545454545453,0.9427312775330396,0.9907407407407407,0.9661399548532731,"[[214   2]
 [ 13 130]]"
21,densenet_gauss,0.9156010230179028,0.9886363636363636,0.8969072164948454,0.9405405405405405,0.7637795275590551,0.97,0.8546255506607929,"[[ 97   3]
 [ 30 261]]",0.9749303621169917,0.9785714285714285,0.958041958041958,0.9681978798586572,0.9726027397260274,0.9861111111111112,0.9793103448275863,"[[213   3]
 [  6 137]]"
22,densenet_gauss,0.9207161125319693,0.9814814814814815,0.9106529209621993,0.9447415329768272,0.7851239669421488,0.95,0.8597285067873304,"[[ 95   5]
 [ 26 265]]",0.9637883008356546,0.9712230215827338,0.9375,0.9540636042402827,0.9590909090909091,0.9813953488372092,0.9701149425287356,"[[211   4]
 [  9 135]]"
23,densenet_gauss,0.9232736572890026,0.9851301115241635,0.9106529209621993,0.9464285714285714,0.7868852459016393,0.96,0.8648648648648649,"[[ 96   4]
 [ 26 265]]",0.9888579387186629,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9906976744186047,0.9906976744186047,0.9906976744186047,"[[213   2]
 [  2 142]]"
24,densenet_gauss,0.9207161125319693,0.9814814814814815,0.9106529209621993,0.9447415329768272,0.7851239669421488,0.95,0.8597285067873304,"[[ 95   5]
 [ 26 265]]",0.9721448467966574,0.9855072463768116,0.9444444444444444,0.9645390070921985,0.9638009049773756,0.9906976744186047,0.9770642201834864,"[[213   2]
 [  8 136]]"
25,densenet_gauss,0.9207161125319693,0.9814814814814815,0.9106529209621993,0.9447415329768272,0.7851239669421488,0.95,0.8597285067873304,"[[ 95   5]
 [ 26 265]]",0.9777158774373259,0.9788732394366197,0.9652777777777778,0.972027972027972,0.9769585253456221,0.986046511627907,0.9814814814814816,"[[212   3]
 [  5 139]]"
26,densenet_gauss,0.9258312020460358,0.9888059701492538,0.9106529209621993,0.9481216457960643,0.7886178861788617,0.97,0.8699551569506726,"[[ 97   3]
 [ 26 265]]",0.9749303621169917,0.9856115107913669,0.9513888888888888,0.9681978798586571,0.9681818181818181,0.9906976744186047,0.9793103448275863,"[[213   2]
 [  7 137]]"
27,densenet_gauss,0.9232736572890026,0.981549815498155,0.9140893470790378,0.9466192170818506,0.7916666666666666,0.95,0.8636363636363635,"[[ 95   5]
 [ 25 266]]",0.9637883008356546,0.9851851851851852,0.9236111111111112,0.953405017921147,0.9508928571428571,0.9906976744186047,0.9703872437357631,"[[213   2]
 [ 11 133]]"
28,densenet_gauss,0.9258312020460358,0.9888059701492538,0.9106529209621993,0.9481216457960643,0.7886178861788617,0.97,0.8699551569506726,"[[ 97   3]
 [ 26 265]]",0.9693593314763231,0.9586206896551724,0.9652777777777778,0.9619377162629758,0.9766355140186916,0.9720930232558139,0.9743589743589743,"[[209   6]
 [  5 139]]"
29,densenet_gauss,0.9207161125319693,0.9814814814814815,0.9106529209621993,0.9447415329768272,0.7851239669421488,0.95,0.8597285067873304,"[[ 95   5]
 [ 26 265]]",0.9610027855153204,0.9577464788732394,0.9444444444444444,0.951048951048951,0.9631336405529954,0.9720930232558139,0.9675925925925927,"[[209   6]
 [  8 136]]"
0,mobilenet,0.8516624040920716,0.9915611814345991,0.8075601374570447,0.8901515151515152,0.6363636363636364,0.98,0.7716535433070867,"[[ 98   2]
 [ 56 235]]",0.9444444444444444,1.0,0.8611111111111112,0.9253731343283582,0.9152542372881356,1.0,0.9557522123893806,"[[108   0]
 [ 10  62]]"
1,mobilenet,0.9053708439897699,0.9669117647058824,0.9037800687285223,0.9342806394316163,0.7647058823529411,0.91,0.8310502283105021,"[[ 91   9]
 [ 28 263]]",0.9555555555555556,0.9571428571428572,0.9305555555555556,0.943661971830986,0.9545454545454546,0.9722222222222222,0.963302752293578,"[[105   3]
 [  5  67]]"
2,mobilenet,0.8797953964194374,0.988,0.8487972508591065,0.9131238447319778,0.6879432624113475,0.97,0.8049792531120332,"[[ 97   3]
 [ 44 247]]",0.9777777777777777,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9814814814814815,0.9814814814814815,0.9814814814814815,"[[106   2]
 [  2  70]]"
3,mobilenet,0.8618925831202046,0.9876543209876543,0.8247422680412371,0.898876404494382,0.6554054054054054,0.97,0.7822580645161289,"[[ 97   3]
 [ 51 240]]",0.9777777777777777,0.9857142857142858,0.9583333333333334,0.971830985915493,0.9727272727272728,0.9907407407407407,0.981651376146789,"[[107   1]
 [  3  69]]"
4,mobilenet,0.9028132992327366,0.9737827715355806,0.8934707903780069,0.931899641577061,0.75,0.93,0.8303571428571428,"[[ 93   7]
 [ 31 260]]",0.9666666666666667,0.9714285714285714,0.9444444444444444,0.9577464788732395,0.9636363636363636,0.9814814814814815,0.9724770642201834,"[[106   2]
 [  4  68]]"
5,mobilenet,0.8772378516624041,0.9840637450199203,0.8487972508591065,0.9114391143911438,0.6857142857142857,0.96,0.7999999999999999,"[[ 96   4]
 [ 44 247]]",0.9666666666666667,0.9714285714285714,0.9444444444444444,0.9577464788732395,0.9636363636363636,0.9814814814814815,0.9724770642201834,"[[106   2]
 [  4  68]]"
